Stage UID,Stage,Rank,Previous Stage Ranking,Change,Bib,Specialty,Rider,Age,Team,Points,Today,Bonis,Time,Delta
itzulia-basque-country:2026:1,1,1,,,61,,Seixas Paul,,,,,,,
itzulia-basque-country:2026:1,1,2,,,183,,Vauquelin Kévin,,,,,,,
itzulia-basque-country:2026:1,1,3,,,34,,Großschartner Felix,,,,,,,
itzulia-basque-country:2026:1,1,4,,,51,,Roglič Primož,,,,,,,
itzulia-basque-country:2026:1,1,5,,,6,,Van Wilder Ilan,,,,,,,
itzulia-basque-country:2026:1,1,6,,,53,,Lipowitz Florian,,,,,,,
itzulia-basque-country:2026:1,1,7,,,181,,August Andrew,,,,,,,
itzulia-basque-country:2026:1,1,8,,,32,,McNulty Brandon,,,,,,,
itzulia-basque-country:2026:1,1,9,,,46,,Skjelmose Mattias,,,,,,,
itzulia-basque-country:2026:1,1,10,,,177,,Leonard Michael,,,,,,,
itzulia-basque-country:2026:1,1,11,,,97,,Romo Javier,,,,,,,
itzulia-basque-country:2026:1,1,12,,,191,,Armirail Bruno,,,,,,,
itzulia-basque-country:2026:1,1,13,,,31,,del Toro Isaac,,,,,,,
itzulia-basque-country:2026:1,1,14,,,194,,Tulett Ben,,,,,,,
itzulia-basque-country:2026:1,1,15,,,4,,Vansevenant Mauri,,,,,,,
itzulia-basque-country:2026:2,2,1,1,,61,,Seixas Paul,,,,,,,
itzulia-basque-country:2026:2,2,2,4,,51,,Roglič Primož,,,,,,,
itzulia-basque-country:2026:2,2,3,9,,46,,Skjelmose Mattias,,,,,,,
itzulia-basque-country:2026:2,2,4,2,,183,,Vauquelin Kévin,,,,,,,
itzulia-basque-country:2026:2,2,5,6,,53,,Lipowitz Florian,,,,,,,
itzulia-basque-country:2026:2,2,6,3,,34,,Großschartner Felix,,,,,,,
itzulia-basque-country:2026:2,2,7,14,,194,,Tulett Ben,,,,,,,
itzulia-basque-country:2026:2,2,8,,,91,,Uijtdebroeks Cian,,,,,,,
itzulia-basque-country:2026:2,2,9,5,,6,,Van Wilder Ilan,,,,,,,
itzulia-basque-country:2026:2,2,10,,,7,,Hayter Ethan,,,,,,,
itzulia-basque-country:2026:2,2,11,,,176,,Baudin Alex,,,,,,,
itzulia-basque-country:2026:2,2,12,12,,191,,Armirail Bruno,,,,,,,
itzulia-basque-country:2026:2,2,13,,,141,,Izagirre Ion,,,,,,,
itzulia-basque-country:2026:2,2,14,7,,181,,August Andrew,,,,,,,
itzulia-basque-country:2026:2,2,15,13,,31,,del Toro Isaac,,,,,,,
itzulia-basque-country:2026:2,2,16,8,,32,,McNulty Brandon,,,,,,,
itzulia-basque-country:2026:2,2,17,,,11,,Champoussin Clément,,,,,,,
itzulia-basque-country:2026:2,2,18,,,14,,Tejada Harold,,,,,,,
itzulia-basque-country:2026:2,2,19,10,,177,,Leonard Michael,,,,,,,
itzulia-basque-country:2026:2,2,20,11,,97,,Romo Javier,,,,,,,
itzulia-basque-country:2026:2,2,21,,,41,,Ayuso Juan,,,,,,,
itzulia-basque-country:2026:2,2,22,,,156,,Bou Joan,,,,,,,
itzulia-basque-country:2026:2,2,23,,,172,,Beloki Markel,,,,,,,
itzulia-basque-country:2026:2,2,24,,,13,,Higuita Sergio,,,,,,,
itzulia-basque-country:2026:2,2,25,,,93,,López Juan Pedro,,,,,,,
itzulia-basque-country:2026:2,2,26,15,,4,,Vansevenant Mauri,,,,,,,
itzulia-basque-country:2026:3,3,1,1,,61,,Seixas Paul,,,,,,,
itzulia-basque-country:2026:3,3,2,,,185,,Laurance Axel,,,,,,,
itzulia-basque-country:2026:3,3,3,2,,51,,Roglič Primož,,,,,,,
itzulia-basque-country:2026:3,3,4,3,,46,,Skjelmose Mattias,,,,,,,
itzulia-basque-country:2026:3,3,5,9,,6,,Van Wilder Ilan,,,,,,,
itzulia-basque-country:2026:3,3,6,,,33,,Arrieta Igor,,,,,,,
itzulia-basque-country:2026:3,3,7,4,,183,,Vauquelin Kévin,,,,,,,
itzulia-basque-country:2026:3,3,8,5,,53,,Lipowitz Florian,,,,,,,
itzulia-basque-country:2026:3,3,9,7,,194,,Tulett Ben,,,,,,,
itzulia-basque-country:2026:3,3,10,,,95,,Tesfatsion Natnael,,,,,,,
itzulia-basque-country:2026:3,3,11,6,,34,,Großschartner Felix,,,,,,,
itzulia-basque-country:2026:3,3,12,8,,91,,Uijtdebroeks Cian,,,,,,,
itzulia-basque-country:2026:3,3,13,11,,176,,Baudin Alex,,,,,,,
itzulia-basque-country:2026:3,3,14,,,202,,Johannessen Tobias Halland,,,,,,,
itzulia-basque-country:2026:3,3,15,10,,7,,Hayter Ethan,,,,,,,
itzulia-basque-country:2026:3,3,16,,,215,,Thompson Reuben,,,,,,,
itzulia-basque-country:2026:3,3,17,,,173,,Shaw James,,,,,,,
itzulia-basque-country:2026:3,3,18,12,,191,,Armirail Bruno,,,,,,,
itzulia-basque-country:2026:3,3,19,13,,141,,Izagirre Ion,,,,,,,
itzulia-basque-country:2026:3,3,20,,,22,,Braz Afonso Clément,,,,,,,
itzulia-basque-country:2026:3,3,21,14,,181,,August Andrew,,,,,,,
itzulia-basque-country:2026:3,3,22,16,,32,,McNulty Brandon,,,,,,,
itzulia-basque-country:2026:3,3,23,17,,11,,Champoussin Clément,,,,,,,
itzulia-basque-country:2026:3,3,24,,,21,,Martin Guillaume,,,,,,,
itzulia-basque-country:2026:3,3,25,18,,14,,Tejada Harold,,,,,,,
itzulia-basque-country:2026:3,3,26,20,,97,,Romo Javier,,,,,,,
itzulia-basque-country:2026:3,3,27,19,,177,,Leonard Michael,,,,,,,
itzulia-basque-country:2026:3,3,28,,,175,,van der Lee Jardi Christiaan,,,,,,,
itzulia-basque-country:2026:3,3,29,21,,41,,Ayuso Juan,,,,,,,
itzulia-basque-country:2026:3,3,30,22,,156,,Bou Joan,,,,,,,
itzulia-basque-country:2026:3,3,31,23,,172,,Beloki Markel,,,,,,,
itzulia-basque-country:2026:3,3,32,24,,13,,Higuita Sergio,,,,,,,
itzulia-basque-country:2026:3,3,33,25,,93,,López Juan Pedro,,,,,,,
itzulia-basque-country:2026:3,3,34,,,12,,Fortunato Lorenzo,,,,,,,
itzulia-basque-country:2026:3,3,35,26,,4,,Vansevenant Mauri,,,,,,,
itzulia-basque-country:2026:4,4,1,1,,61,,Seixas Paul,,,,,,,
itzulia-basque-country:2026:4,4,2,2,,185,,Laurance Axel,,,,,,,
itzulia-basque-country:2026:4,4,3,6,,33,,Arrieta Igor,,,,,,,
itzulia-basque-country:2026:4,4,4,14,,202,,Johannessen Tobias Halland,,,,,,,
itzulia-basque-country:2026:4,4,5,3,,51,,Roglič Primož,,,,,,,
itzulia-basque-country:2026:4,4,6,4,,46,,Skjelmose Mattias,,,,,,,
itzulia-basque-country:2026:4,4,7,5,,6,,Van Wilder Ilan,,,,,,,
itzulia-basque-country:2026:4,4,8,,,142,,Aranburu Alex,,,,,,,
itzulia-basque-country:2026:4,4,9,19,,141,,Izagirre Ion,,,,,,,
itzulia-basque-country:2026:4,4,10,9,,194,,Tulett Ben,,,,,,,
itzulia-basque-country:2026:4,4,11,7,,183,,Vauquelin Kévin,,,,,,,
itzulia-basque-country:2026:4,4,12,24,,21,,Martin Guillaume,,,,,,,
itzulia-basque-country:2026:4,4,13,22,,32,,McNulty Brandon,,,,,,,
itzulia-basque-country:2026:4,4,14,8,,53,,Lipowitz Florian,,,,,,,
itzulia-basque-country:2026:4,4,15,,,16,,Scaroni Christian,,,,,,,
itzulia-basque-country:2026:4,4,16,10,,95,,Tesfatsion Natnael,,,,,,,
itzulia-basque-country:2026:4,4,17,11,,34,,Großschartner Felix,,,,,,,
itzulia-basque-country:2026:4,4,18,13,,176,,Baudin Alex,,,,,,,
itzulia-basque-country:2026:4,4,19,12,,91,,Uijtdebroeks Cian,,,,,,,
itzulia-basque-country:2026:4,4,20,15,,7,,Hayter Ethan,,,,,,,
itzulia-basque-country:2026:4,4,21,,,111,,Bilbao Pello,,,,,,,
itzulia-basque-country:2026:4,4,22,33,,93,,López Juan Pedro,,,,,,,
itzulia-basque-country:2026:4,4,23,16,,215,,Thompson Reuben,,,,,,,
itzulia-basque-country:2026:4,4,24,17,,173,,Shaw James,,,,,,,
itzulia-basque-country:2026:4,4,25,18,,191,,Armirail Bruno,,,,,,,
itzulia-basque-country:2026:4,4,26,20,,22,,Braz Afonso Clément,,,,,,,
itzulia-basque-country:2026:4,4,27,21,,181,,August Andrew,,,,,,,
itzulia-basque-country:2026:4,4,28,34,,12,,Fortunato Lorenzo,,,,,,,
itzulia-basque-country:2026:4,4,29,25,,14,,Tejada Harold,,,,,,,
itzulia-basque-country:2026:4,4,30,23,,11,,Champoussin Clément,,,,,,,
itzulia-basque-country:2026:4,4,31,26,,97,,Romo Javier,,,,,,,
itzulia-basque-country:2026:4,4,32,27,,177,,Leonard Michael,,,,,,,
itzulia-basque-country:2026:4,4,33,,,204,,Kron Andreas,,,,,,,
itzulia-basque-country:2026:4,4,34,,,124,,Verstrynge Emiel,,,,,,,
itzulia-basque-country:2026:4,4,35,28,,175,,van der Lee Jardi Christiaan,,,,,,,
itzulia-basque-country:2026:4,4,36,,,102,,Dinham Matthew,,,,,,,
itzulia-basque-country:2026:4,4,37,30,,156,,Bou Joan,,,,,,,
itzulia-basque-country:2026:4,4,38,31,,172,,Beloki Markel,,,,,,,
itzulia-basque-country:2026:4,4,39,35,,4,,Vansevenant Mauri,,,,,,,
itzulia-basque-country:2026:5,5,1,1,,61,,Seixas Paul,,,,,,,
itzulia-basque-country:2026:5,5,2,4,,202,,Johannessen Tobias Halland,,,,,,,
itzulia-basque-country:2026:5,5,3,14,,53,,Lipowitz Florian,,,,,,,
itzulia-basque-country:2026:5,5,4,9,,141,,Izagirre Ion,,,,,,,
itzulia-basque-country:2026:5,5,5,3,,33,,Arrieta Igor,,,,,,,
itzulia-basque-country:2026:5,5,6,5,,51,,Roglič Primož,,,,,,,
itzulia-basque-country:2026:5,5,7,11,,183,,Vauquelin Kévin,,,,,,,
itzulia-basque-country:2026:5,5,8,6,,46,,Skjelmose Mattias,,,,,,,
itzulia-basque-country:2026:5,5,9,7,,6,,Van Wilder Ilan,,,,,,,
itzulia-basque-country:2026:5,5,10,8,,142,,Aranburu Alex,,,,,,,
itzulia-basque-country:2026:5,5,11,31,,97,,Romo Javier,,,,,,,
itzulia-basque-country:2026:5,5,12,18,,176,,Baudin Alex,,,,,,,
itzulia-basque-country:2026:5,5,13,10,,194,,Tulett Ben,,,,,,,
itzulia-basque-country:2026:5,5,14,19,,91,,Uijtdebroeks Cian,,,,,,,
itzulia-basque-country:2026:5,5,15,12,,21,,Martin Guillaume,,,,,,,
itzulia-basque-country:2026:5,5,16,13,,32,,McNulty Brandon,,,,,,,
itzulia-basque-country:2026:5,5,17,29,,14,,Tejada Harold,,,,,,,
itzulia-basque-country:2026:5,5,18,21,,111,,Bilbao Pello,,,,,,,
itzulia-basque-country:2026:5,5,19,15,,16,,Scaroni Christian,,,,,,,
itzulia-basque-country:2026:5,5,20,16,,95,,Tesfatsion Natnael,,,,,,,
itzulia-basque-country:2026:5,5,21,17,,34,,Großschartner Felix,,,,,,,
itzulia-basque-country:2026:5,5,22,30,,11,,Champoussin Clément,,,,,,,
itzulia-basque-country:2026:5,5,23,,,37,,Soler Marc,,,,,,,
itzulia-basque-country:2026:5,5,24,20,,7,,Hayter Ethan,,,,,,,
itzulia-basque-country:2026:5,5,25,22,,93,,López Juan Pedro,,,,,,,
itzulia-basque-country:2026:5,5,26,23,,215,,Thompson Reuben,,,,,,,
itzulia-basque-country:2026:5,5,27,24,,173,,Shaw James,,,,,,,
itzulia-basque-country:2026:5,5,28,25,,191,,Armirail Bruno,,,,,,,
itzulia-basque-country:2026:5,5,29,26,,22,,Braz Afonso Clément,,,,,,,
itzulia-basque-country:2026:5,5,30,27,,181,,August Andrew,,,,,,,
itzulia-basque-country:2026:5,5,31,28,,12,,Fortunato Lorenzo,,,,,,,
itzulia-basque-country:2026:5,5,32,,,171,,Healy Ben,,,,,,,
itzulia-basque-country:2026:5,5,33,32,,177,,Leonard Michael,,,,,,,
itzulia-basque-country:2026:5,5,34,33,,204,,Kron Andreas,,,,,,,
itzulia-basque-country:2026:5,5,35,35,,175,,van der Lee Jardi Christiaan,,,,,,,
itzulia-basque-country:2026:5,5,36,34,,124,,Verstrynge Emiel,,,,,,,
itzulia-basque-country:2026:5,5,37,,,65,,Prodhomme Nicolas,,,,,,,
itzulia-basque-country:2026:5,5,38,37,,156,,Bou Joan,,,,,,,
itzulia-basque-country:2026:5,5,39,36,,102,,Dinham Matthew,,,,,,,
itzulia-basque-country:2026:5,5,40,38,,172,,Beloki Markel,,,,,,,
itzulia-basque-country:2026:5,5,41,,,62,,Riccitello Matthew,,,,,,,
itzulia-basque-country:2026:5,5,42,,,87,,Ruiz Ibon,,,,,,,
itzulia-basque-country:2026:5,5,43,39,,4,,Vansevenant Mauri,,,,,,,
itzulia-basque-country:2026:6,6,1,1,,61,,Seixas Paul,,,,,,,
itzulia-basque-country:2026:6,6,2,2,,202,,Johannessen Tobias Halland,,,,,,,
itzulia-basque-country:2026:6,6,3,3,,53,,Lipowitz Florian,,,,,,,
itzulia-basque-country:2026:6,6,4,5,,33,,Arrieta Igor,,,,,,,
itzulia-basque-country:2026:6,6,5,4,,141,,Izagirre Ion,,,,,,,
itzulia-basque-country:2026:6,6,6,8,,46,,Skjelmose Mattias,,,,,,,
itzulia-basque-country:2026:6,6,7,30,,181,,August Andrew,,,,,,,
itzulia-basque-country:2026:6,6,8,7,,183,,Vauquelin Kévin,,,,,,,
itzulia-basque-country:2026:6,6,9,6,,51,,Roglič Primož,,,,,,,
itzulia-basque-country:2026:6,6,10,15,,21,,Martin Guillaume,,,,,,,
itzulia-basque-country:2026:6,6,11,11,,97,,Romo Javier,,,,,,,
itzulia-basque-country:2026:6,6,12,32,,171,,Healy Ben,,,,,,,
itzulia-basque-country:2026:6,6,13,12,,176,,Baudin Alex,,,,,,,
itzulia-basque-country:2026:6,6,14,,,94,,García Pierna Raúl,,,,,,,
itzulia-basque-country:2026:6,6,15,14,,91,,Uijtdebroeks Cian,,,,,,,
itzulia-basque-country:2026:6,6,16,18,,111,,Bilbao Pello,,,,,,,
itzulia-basque-country:2026:6,6,17,17,,14,,Tejada Harold,,,,,,,
itzulia-basque-country:2026:6,6,18,,,101,,van den Broek Frank,,,,,,,
itzulia-basque-country:2026:6,6,19,21,,34,,Großschartner Felix,,,,,,,
itzulia-basque-country:2026:6,6,20,22,,11,,Champoussin Clément,,,,,,,
itzulia-basque-country:2026:6,6,21,36,,124,,Verstrynge Emiel,,,,,,,
itzulia-basque-country:2026:6,6,22,,,126,,Glivar Gal,,,,,,,
itzulia-basque-country:2026:6,6,23,23,,37,,Soler Marc,,,,,,,
itzulia-basque-country:2026:6,6,24,,,197,,Fiorelli Filippo,,,,,,,
itzulia-basque-country:2026:6,6,25,27,,173,,Shaw James,,,,,,,
itzulia-basque-country:2026:6,6,26,26,,215,,Thompson Reuben,,,,,,,
itzulia-basque-country:2026:6,6,27,28,,191,,Armirail Bruno,,,,,,,
itzulia-basque-country:2026:6,6,28,,,17,,Velasco Simone,,,,,,,
itzulia-basque-country:2026:6,6,29,31,,12,,Fortunato Lorenzo,,,,,,,
itzulia-basque-country:2026:6,6,30,,,122,,Debruyne Ramses,,,,,,,
itzulia-basque-country:2026:6,6,31,33,,177,,Leonard Michael,,,,,,,
itzulia-basque-country:2026:6,6,32,34,,204,,Kron Andreas,,,,,,,
itzulia-basque-country:2026:6,6,33,,,151,,Barceló Fernando,,,,,,,
itzulia-basque-country:2026:6,6,34,40,,172,,Beloki Markel,,,,,,,
itzulia-basque-country:2026:6,6,35,,,35,,Novak Domen,,,,,,,
itzulia-basque-country:2026:6,6,36,41,,62,,Riccitello Matthew,,,,,,,
itzulia-basque-country:2026:6,6,37,42,,87,,Ruiz Ibon,,,,,,,
paris-nice:2026:1,1,1,,,161,,Lamperti Luke,,,,,,,
paris-nice:2026:1,1,2,,,212,,Braet Vito,,,,,,,
paris-nice:2026:1,1,3,,,72,,Aular Orluis,,,,,,,
paris-nice:2026:1,1,4,,,131,,Fretin Milan,,,,,,,
paris-nice:2026:1,1,5,,,91,,Girmay Biniam,,,,,,,
paris-nice:2026:1,1,6,,,201,,Plowright Jensen,,,,,,,
paris-nice:2026:1,1,7,,,125,,Teunissen Mike,,,,,,,
paris-nice:2026:1,1,8,,,114,,Gamper Patrick,,,,,,,
paris-nice:2026:1,1,9,,,175,,Løland Sakarias Koller,,,,,,,
paris-nice:2026:1,1,10,,,7,,Zingle Axel,,,,,,,
paris-nice:2026:1,1,11,,,84,,Pedersen Casper,,,,,,,
paris-nice:2026:1,1,12,,,112,,Donaldson Robert,,,,,,,
paris-nice:2026:1,1,13,,,113,,Durbridge Luke,,,,,,,
paris-nice:2026:2,2,1,1,,161,,Lamperti Luke,,,,,,,
paris-nice:2026:2,2,2,2,,212,,Braet Vito,,,,,,,
paris-nice:2026:2,2,3,,,124,,Kanter Max,,,,,,,
paris-nice:2026:2,2,4,,,13,,Pithie Laurence,,,,,,,
paris-nice:2026:2,2,5,,,85,,Stuyven Jasper,,,,,,,
paris-nice:2026:2,2,6,3,,72,,Aular Orluis,,,,,,,
paris-nice:2026:2,2,7,,,22,,Godon Dorian,,,,,,,
paris-nice:2026:2,2,8,4,,131,,Fretin Milan,,,,,,,
paris-nice:2026:2,2,9,5,,91,,Girmay Biniam,,,,,,,
paris-nice:2026:2,2,10,6,,201,,Plowright Jensen,,,,,,,
paris-nice:2026:2,2,11,,,146,,Pluimers Rick,,,,,,,
paris-nice:2026:2,2,12,7,,125,,Teunissen Mike,,,,,,,
paris-nice:2026:2,2,13,,,92,,Askey Lewis,,,,,,,
paris-nice:2026:2,2,14,8,,114,,Gamper Patrick,,,,,,,
paris-nice:2026:2,2,15,9,,175,,Løland Sakarias Koller,,,,,,,
paris-nice:2026:2,2,16,,,97,,Van Asbroeck Tom,,,,,,,
paris-nice:2026:2,2,17,10,,7,,Zingle Axel,,,,,,,
paris-nice:2026:2,2,18,,,67,,Russo Clément,,,,,,,
paris-nice:2026:2,2,19,,,41,,Ayuso Juan,,,,,,,
paris-nice:2026:2,2,20,11,,84,,Pedersen Casper,,,,,,,
paris-nice:2026:2,2,21,,,191,,Turgis Anthony,,,,,,,
paris-nice:2026:2,2,22,12,,112,,Donaldson Robert,,,,,,,
paris-nice:2026:2,2,23,13,,113,,Durbridge Luke,,,,,,,
paris-nice:2026:4,4,1,1,,161,,Lamperti Luke,,,,,,,
paris-nice:2026:4,4,2,2,,212,,Braet Vito,,,,,,,
paris-nice:2026:4,4,3,,,1,,Vingegaard Jonas,,,,,,,
paris-nice:2026:4,4,4,3,,124,,Kanter Max,,,,,,,
paris-nice:2026:4,4,5,4,,13,,Pithie Laurence,,,,,,,
paris-nice:2026:4,4,6,6,,85,,Stuyven Jasper,,,,,,,
paris-nice:2026:4,4,7,5,,72,,Aular Orluis,,,,,,,
paris-nice:2026:4,4,8,,,11,,Martínez Daniel Felipe,,,,,,,
paris-nice:2026:4,4,9,7,,22,,Godon Dorian,,,,,,,
paris-nice:2026:4,4,10,8,,131,,Fretin Milan,,,,,,,
paris-nice:2026:4,4,11,11,,201,,Plowright Jensen,,,,,,,
paris-nice:2026:4,4,12,9,,91,,Girmay Biniam,,,,,,,
paris-nice:2026:4,4,13,10,,146,,Pluimers Rick,,,,,,,
paris-nice:2026:4,4,14,12,,92,,Askey Lewis,,,,,,,
paris-nice:2026:4,4,15,13,,125,,Teunissen Mike,,,,,,,
paris-nice:2026:4,4,16,14,,114,,Gamper Patrick,,,,,,,
paris-nice:2026:4,4,17,,,15,,van Dijke Tim,,,,,,,
paris-nice:2026:4,4,18,16,,97,,Van Asbroeck Tom,,,,,,,
paris-nice:2026:4,4,19,15,,175,,Løland Sakarias Koller,,,,,,,
paris-nice:2026:4,4,20,,,16,,van Dijke Mick,,,,,,,
paris-nice:2026:4,4,21,17,,7,,Zingle Axel,,,,,,,
paris-nice:2026:4,4,22,18,,67,,Russo Clément,,,,,,,
paris-nice:2026:4,4,23,,,165,,Steinhauser Georg,,,,,,,
paris-nice:2026:4,4,24,20,,112,,Donaldson Robert,,,,,,,
paris-nice:2026:4,4,25,22,,191,,Turgis Anthony,,,,,,,
paris-nice:2026:4,4,26,21,,84,,Pedersen Casper,,,,,,,
paris-nice:2026:4,4,27,,,26,,Vauquelin Kévin,,,,,,,
paris-nice:2026:4,4,28,,,51,,Martinez Lenny,,,,,,,
paris-nice:2026:4,4,29,,,12,,Denz Nico,,,,,,,
paris-nice:2026:4,4,30,23,,113,,Durbridge Luke,,,,,,,
paris-nice:2026:4,4,31,,,61,,Gaudu David,,,,,,,
paris-nice:2026:4,4,32,,,37,,Soler Marc,,,,,,,
paris-nice:2026:5,5,1,1,,161,,Lamperti Luke,,,,,,,
paris-nice:2026:5,5,2,3,,1,,Vingegaard Jonas,,,,,,,
paris-nice:2026:5,5,3,2,,212,,Braet Vito,,,,,,,
paris-nice:2026:5,5,4,4,,124,,Kanter Max,,,,,,,
paris-nice:2026:5,5,5,8,,11,,Martínez Daniel Felipe,,,,,,,
paris-nice:2026:5,5,6,5,,13,,Pithie Laurence,,,,,,,
paris-nice:2026:5,5,7,7,,72,,Aular Orluis,,,,,,,
paris-nice:2026:5,5,8,6,,85,,Stuyven Jasper,,,,,,,
paris-nice:2026:5,5,9,9,,22,,Godon Dorian,,,,,,,
paris-nice:2026:5,5,10,10,,131,,Fretin Milan,,,,,,,
paris-nice:2026:5,5,11,12,,91,,Girmay Biniam,,,,,,,
paris-nice:2026:5,5,12,11,,201,,Plowright Jensen,,,,,,,
paris-nice:2026:5,5,13,13,,146,,Pluimers Rick,,,,,,,
paris-nice:2026:5,5,14,28,,51,,Martinez Lenny,,,,,,,
paris-nice:2026:5,5,15,,,81,,Paret-Peintre Valentin,,,,,,,
paris-nice:2026:5,5,16,14,,92,,Askey Lewis,,,,,,,
paris-nice:2026:5,5,17,15,,125,,Teunissen Mike,,,,,,,
paris-nice:2026:5,5,18,,,71,,Romeo Iván,,,,,,,
paris-nice:2026:5,5,19,16,,114,,Gamper Patrick,,,,,,,
paris-nice:2026:5,5,20,,,121,,Tejada Harold,,,,,,,
paris-nice:2026:5,5,21,17,,15,,van Dijke Tim,,,,,,,
paris-nice:2026:5,5,22,18,,97,,Van Asbroeck Tom,,,,,,,
paris-nice:2026:5,5,23,19,,175,,Løland Sakarias Koller,,,,,,,
paris-nice:2026:5,5,24,23,,165,,Steinhauser Georg,,,,,,,
paris-nice:2026:5,5,25,27,,26,,Vauquelin Kévin,,,,,,,
paris-nice:2026:5,5,26,21,,7,,Zingle Axel,,,,,,,
paris-nice:2026:5,5,27,20,,16,,van Dijke Mick,,,,,,,
paris-nice:2026:5,5,28,22,,67,,Russo Clément,,,,,,,
paris-nice:2026:5,5,29,,,134,,Izagirre Ion,,,,,,,
paris-nice:2026:5,5,30,,,77,,Milesi Lorenzo,,,,,,,
paris-nice:2026:5,5,31,26,,84,,Pedersen Casper,,,,,,,
paris-nice:2026:5,5,32,24,,112,,Donaldson Robert,,,,,,,
paris-nice:2026:5,5,33,25,,191,,Turgis Anthony,,,,,,,
paris-nice:2026:5,5,34,29,,12,,Denz Nico,,,,,,,
paris-nice:2026:5,5,35,,,17,,Vlasov Aleksandr,,,,,,,
paris-nice:2026:5,5,36,32,,37,,Soler Marc,,,,,,,
paris-nice:2026:5,5,37,,,141,,Rondel Mathys,,,,,,,
paris-nice:2026:6,6,1,1,,161,,Lamperti Luke,,,,,,,
paris-nice:2026:6,6,2,2,,1,,Vingegaard Jonas,,,,,,,
